City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,uturoa,-16.7333,-151.4333,24.49,94,100,4.45,PF,1703210193
82,margaret river,-33.95,115.0667,25.81,44,19,3.42,AU,1703210194
83,kargopol',61.5071,38.9456,-5.15,96,100,2.38,RU,1703210195
84,nabire,-3.3667,135.4833,30.36,67,86,1.95,ID,1703210196
85,arroyo,41.6096,-4.7969,4.01,66,7,1.03,ES,1703210196
86,sinop,41.7711,34.8709,6.55,74,100,3.82,TR,1703210197
87,umm kaddadah,13.6017,26.6876,19.89,26,32,6.24,SD,1703210198
88,kalabo,-14.97,22.6814,20.88,95,100,1.27,ZM,1703210198
89,isafjordur,66.0755,-23.124,-8.21,79,99,5.55,IS,1703210199
90,yukhnov,54.7444,35.2297,0.77,93,87,5.09,RU,1703210199
91,hit,33.6416,42.8251,13.7,58,100,4.48,IQ,1703210200
92,aban,56.67,96.06,-8.9,88,100,4.29,RU,1703210201
93,hwange,-18.3693,26.5019,23.99,75,100,1.5,ZW,1703210202
94,valparaiso,-33.0393,-71.6273,14.8,88,40,2.57,CL,1703210203
95,arraial do cabo,-22.9661,-42.0278,24.98,88,40,3.09,BR,1703210204
96,hamilton,39.1834,-84.5333,8.21,60,0,2.57,US,1703210204
97,peace river,56.2501,-117.286,-1.83,86,100,2.06,CA,1703210205
98,taro,-8.3862,115.28,25.0,56,100,1.26,ID,1703210205
99,busselton,-33.65,115.3333,28.39,36,22,2.12,AU,1703210097
100,bodo,67.28,14.405,-1.7,67,0,7.2,NO,1703210207
101,new norfolk,-42.7826,147.0587,19.84,37,97,2.2,AU,1703210207
102,macheng,31.1783,115.0319,-0.71,27,29,1.21,CN,1703210208
103,ostersund,63.1792,14.6357,-4.66,100,100,3.6,SE,1703209950
104,pacocha,-17.5833,-71.3333,20.82,89,51,2.74,PE,1703210209
105,lompoc,34.6391,-120.4579,16.94,72,20,7.72,US,1703210018
106,chonchi,-42.6128,-73.8092,13.56,93,41,1.52,CL,1703210210
107,sergeyevka,53.88,67.4158,-0.54,87,100,7.48,KZ,1703210211
108,darnah,32.767,22.6367,17.03,67,70,8.55,LY,1703210211
109,nuku'alofa,-21.1333,-175.2,26.19,83,75,6.17,TO,1703210212
110,college,64.8569,-147.8028,-15.82,79,75,0.0,US,1703210212
111,kristiansund,63.1115,7.732,1.36,86,100,1.03,NO,1703210213
112,chegdomyn,51.1167,133.0167,-29.23,87,32,0.71,RU,1703210214
113,tabas,33.5959,56.9244,4.12,60,0,0.0,IR,1703210214
114,shetpe,44.1667,52.1167,2.05,64,0,7.37,KZ,1703210215
115,cape coast,5.1053,-1.2466,25.81,78,15,2.07,GH,1703210215
116,menongue,-14.6585,17.691,17.18,94,100,0.95,AO,1703210216
117,anadyr,64.75,177.4833,-25.72,70,0,5.0,RU,1703210216
118,santa vitoria do palmar,-33.5189,-53.3681,18.67,96,15,3.09,BR,1703210217
119,port mathurin,-19.6833,63.4167,26.56,75,6,4.01,MU,1703210218
120,tolanaro,-25.0319,46.9987,24.04,94,20,0.0,MG,1703210218
121,nurota,40.5614,65.6886,2.72,56,0,0.85,UZ,1703210219
122,kununurra,-15.7667,128.7333,34.99,52,40,4.12,AU,1703209939
123,san patricio,28.017,-97.5169,21.06,82,100,3.68,US,1703210220
124,fort bragg,35.139,-79.006,6.0,68,0,0.0,US,1703210220
125,luderitz,-26.6481,15.1594,14.86,86,0,4.58,NA,1703210222
126,avarua,-21.2078,-159.775,27.03,57,19,4.12,CK,1703210222
127,hermanus,-34.4187,19.2345,19.33,79,0,5.97,ZA,1703210223
128,santiago de cao,-7.9589,-79.2392,21.07,83,75,9.0,PE,1703210223
129,krasnovishersk,60.4078,57.082,0.88,99,100,3.42,RU,1703210224
130,kohlu,29.8962,69.252,12.75,12,100,2.26,PK,1703210225
131,kwang binh,17.4833,106.6,16.26,80,100,9.17,VN,1703210225
132,kirakira,-10.4544,161.9205,29.45,71,82,1.58,SB,1703210226
133,tinajo,29.0788,-13.7081,16.49,67,0,6.17,ES,1703210226
134,port augusta,-32.5,137.7667,25.36,38,73,5.33,AU,1703210227
135,mangai,-4.05,19.5333,21.24,96,100,0.47,CD,1703210228
136,bhamo,24.2667,97.2333,18.01,65,6,1.08,MM,1703210228
137,happy valley-goose bay,53.3168,-60.3315,-10.83,57,100,2.57,CA,1703210229
138,umba,66.6871,34.3429,-15.29,97,91,1.12,RU,1703210229
139,tiksi,71.6872,128.8694,-24.07,93,99,6.76,RU,1703210230
140,broken hill,-31.95,141.4333,28.96,22,97,1.43,AU,1703209987
141,punta arenas,-53.15,-70.9167,11.06,58,75,7.2,CL,1703210231
142,linhares,-19.3911,-40.0722,24.06,88,77,2.24,BR,1703210232
143,puerto ayacucho,5.6639,-67.6236,24.81,88,100,2.5,VE,1703210150
144,tazovsky,67.4667,78.7,-4.06,95,100,6.49,RU,1703210233
145,weno,7.4515,151.8468,30.97,70,75,4.63,FM,1703210234
146,benghazi,32.1167,20.0667,17.79,64,96,10.59,LY,1703210234
147,afaahiti,-17.75,-149.2833,24.93,94,100,4.84,PF,1703210235
148,olyokminsk,60.3736,120.4264,-29.17,96,6,1.7,RU,1703210235
149,cannonvale,-20.2833,148.7,27.66,67,2,5.49,AU,1703210236
150,sosnovka,56.255,51.2842,0.97,98,100,5.83,RU,1703210237
151,dauphin,51.1494,-100.0502,-4.92,93,0,3.09,CA,1703210237
152,kourou,5.1552,-52.6478,27.03,93,63,3.59,GF,1703210238
153,jemna,33.5778,9.0147,12.93,61,1,3.7,TN,1703210238
154,ciudad lazaro cardenas,17.9583,-102.2,25.62,80,99,3.12,MX,1703210239
155,st. john's,47.5649,-52.7093,6.82,97,100,3.09,CA,1703210006
156,nanjing,32.0617,118.7778,-5.05,30,0,2.04,CN,1703210240
157,milford haven,51.7128,-5.0341,11.17,90,100,14.39,GB,1703210241
158,qamdo,31.1667,97.2333,-7.14,37,100,2.79,CN,1703210242
159,lihue,21.9789,-159.3672,26.58,75,75,7.2,US,1703210149
160,port elizabeth,-33.918,25.5701,20.17,86,75,5.14,ZA,1703210243
161,port alfred,-33.5906,26.891,20.1,88,1,1.79,ZA,1703210243
162,mae chan,20.1467,99.8526,24.26,83,88,1.54,TH,1703210244
163,margate,51.3813,1.3862,10.5,67,100,5.36,GB,1703210245
164,galliano,29.4422,-90.2992,16.0,88,0,3.09,US,1703210246
165,al bahah,20.0129,41.4677,10.68,79,0,2.57,SA,1703210246
166,bechar,31.6167,-2.2167,5.18,56,0,2.06,DZ,1703210247
167,lhasa,29.65,91.1,0.81,18,9,0.55,CN,1703210248
168,port lincoln,-34.7333,135.8667,18.75,64,80,4.18,AU,1703210248
169,staraya vichuga,57.2683,41.8787,0.06,93,100,4.59,RU,1703210249
170,glace bay,46.1969,-59.957,-0.75,93,100,16.46,CA,1703210250
171,carbonear,47.7332,-53.2148,7.3,99,100,3.89,CA,1703210250
172,colonia,50.9333,6.95,7.0,88,75,6.69,DE,1703210036
173,haiku-pauwela,20.9219,-156.3051,24.03,76,40,7.2,US,1703210252
174,fale old settlement,-9.3852,-171.2468,28.48,78,98,5.32,TK,1703210252
175,suntar,62.1444,117.6319,-26.36,90,99,2.66,RU,1703210253
176,taoudenni,22.6783,-3.9836,13.39,38,0,4.72,ML,1703210253
177,carnarvon,-24.8667,113.6333,24.81,68,39,5.42,AU,1703210254
178,parvatipuram,18.7833,83.4333,16.95,70,9,1.01,IN,1703210254
179,sao martinho,39.5144,-9.1311,11.08,73,4,4.02,PT,1703210255
180,susuman,62.7833,148.1667,-39.92,100,92,0.34,RU,1703210256
181,kingston,17.997,-76.7936,26.53,81,40,1.03,JM,1703210004
182,ivolginsk,51.7492,107.2837,-35.19,68,20,0.0,RU,1703210257
183,stanley,54.868,-1.6985,7.38,83,0,8.75,GB,1703210257
184,saipan,15.1355,145.701,29.39,74,40,7.72,MP,1703210258
185,bucerias,20.75,-105.3333,22.18,86,93,0.13,MX,1703210071
186,flin flon,54.7682,-101.865,-9.86,98,55,1.48,CA,1703210259
187,enewetak,11.3474,162.3373,27.53,77,27,8.56,MH,1703210260
188,guiuan,11.0333,125.7247,28.09,78,50,6.13,PH,1703210261
189,rongelap,11.1635,166.8941,27.2,80,92,9.34,MH,1703210261
190,labrador city,52.9463,-66.9114,-21.05,77,0,5.66,CA,1703210262
191,constantia,44.1833,28.65,0.39,75,86,4.76,RO,1703210263
192,quellon,-43.1167,-73.6167,12.03,88,85,2.03,CL,1703210263
193,ambon,-3.6954,128.1814,33.15,64,40,2.06,ID,1703210264
194,tosontsengel,48.7567,98.2839,-21.55,99,100,1.28,MN,1703210264
195,mirny,62.5353,113.9611,-23.98,96,99,3.05,RU,1703210265
196,baukau,51.5526,7.2042,6.33,68,100,8.35,DE,1703210265
197,fayroz koh,34.5195,65.2509,-0.8,48,3,3.34,AF,1703210266
198,simanggang,1.2472,111.4528,26.99,89,20,2.06,MY,1703210267
199,taltal,-25.4,-70.4833,20.01,71,1,2.92,CL,1703210267
200,uacu cungo,-11.3634,15.1208,17.81,98,100,0.27,AO,1703210268
201,constitucion,-35.3333,-72.4167,13.15,83,2,5.03,CL,1703210268
202,penzance,50.1186,-5.5371,11.38,85,100,15.15,GB,1703210269
203,inari,68.906,27.0288,-10.89,97,100,1.89,FI,1703210269
204,vorgashor,67.5833,63.95,-8.85,95,97,4.38,RU,1703210270
205,choyr,46.3611,108.3611,-26.17,77,9,1.9,MN,1703210270
206,klyuchi,52.2667,79.1667,-0.1,98,100,4.91,RU,1703210271
207,fort st. john,56.2499,-120.8529,1.94,75,75,3.6,CA,1703210100
208,la passe,45.5549,-0.8967,11.66,86,100,7.86,FR,1703210272
209,smithers,54.7804,-127.1743,3.18,93,100,4.63,CA,1703210273
210,burang,30.25,81.1667,-3.97,20,0,1.91,CN,1703210273
211,yung shue wan,22.2333,114.1167,11.46,61,94,0.45,HK,1703210274
212,hilo,19.7297,-155.09,24.04,91,75,0.0,US,1703210139
213,boyolangu,-8.1181,111.8935,29.21,61,38,2.7,ID,1703210275
214,quelimane,-17.8786,36.8883,23.5,91,14,0.32,MZ,1703210276
215,revda,56.801,59.9303,0.09,85,100,6.15,RU,1703210276
216,xinxiang,35.3089,113.8672,-8.82,72,60,0.59,CN,1703210277
217,karratha,-20.7377,116.8463,32.65,39,0,6.43,AU,1703210277
218,waingapu,-9.6567,120.2641,30.83,66,29,3.35,ID,1703210278
219,pimentel,-6.8367,-79.9342,22.16,78,0,9.26,PE,1703210279
220,ust-nera,64.5667,143.2,-39.09,98,59,2.1,RU,1703210280
221,yeraliyev,43.2,51.65,5.62,63,0,10.49,KZ,1703210280
222,undurkhaan,47.3194,110.6556,-24.68,80,1,2.24,MN,1703210281
223,kamaishi,39.2667,141.8833,2.05,51,1,2.69,JP,1703210281
224,sol'-iletsk,51.1631,54.9918,-0.6,94,100,8.47,RU,1703210282
225,acapulco de juarez,16.8634,-99.8901,26.9,69,40,3.09,MX,1703210283
226,galesong,-5.3166,119.3661,31.01,60,39,1.06,ID,1703210283
227,la foa,-21.7108,165.8276,30.9,59,80,2.96,NC,1703210284
228,walterboro,32.9052,-80.6668,5.89,87,0,0.0,US,1703210284
229,robbah,33.2797,6.9098,8.8,58,0,4.06,DZ,1703210285
230,onega,63.9061,38.1404,-13.94,99,92,2.73,RU,1703210286
231,el granada,37.5027,-122.4694,15.35,86,40,3.6,US,1703210286
232,ulladulla,-35.35,150.4667,20.41,48,2,4.67,AU,1703210287
233,nar'yan-mar,67.6713,53.087,-11.05,98,100,3.13,RU,1703210288
234,qiziltepa,40.0331,64.85,-1.47,61,1,3.82,UZ,1703210288
235,cabo san lucas,22.8909,-109.9124,24.23,66,100,2.2,MX,1703210238
236,china,25.7,-99.2333,22.03,65,100,3.44,MX,1703210289
237,al bardiyah,31.7561,25.0865,14.14,81,2,9.71,LY,1703210290
238,puerto lempira,15.2667,-83.7667,24.54,87,40,5.37,HN,1703210248
239,novyy urgal,51.0736,132.5642,-30.8,87,48,0.72,RU,1703210291
240,san luis de la loma,17.2706,-100.8939,25.0,85,50,2.59,MX,1703210292
241,khandyga,62.6667,135.6,-45.41,98,51,1.29,RU,1703210292
242,bel ombre,-4.6167,55.4167,27.91,83,20,1.54,SC,1703210293
243,berbera,10.4396,45.0143,24.04,80,51,1.59,SO,1703210294
244,senador canedo,-16.7081,-49.0931,22.63,88,100,2.06,BR,1703210294
245,jayapura,-2.5333,140.7,31.66,81,99,3.16,ID,1703210295
246,villa gesell,-37.2639,-56.973,17.81,86,27,2.95,AR,1703210296
247,tamanrasset,22.785,5.5228,5.95,33,0,1.03,DZ,1703210296
248,malango,-2.9627,119.9001,26.9,70,74,1.27,ID,1703210297
249,myeik,12.4333,98.6,24.89,59,52,2.58,MM,1703210298
250,punta del este,-34.9667,-54.95,20.06,89,100,3.6,UY,1703210298
251,mata-utu,-13.2816,-176.1745,28.57,80,100,6.68,WF,1703210299
252,wailua homesteads,22.0669,-159.378,23.44,79,75,7.2,US,1703210299
253,general conesa,-40.1,-64.4333,20.93,57,100,4.32,AR,1703210300
254,bandarbeyla,9.4942,50.8122,24.62,88,17,6.61,SO,1703210300
255,dunedin,-45.8742,170.5036,11.0,91,100,6.15,NZ,1703210301
256,ginir,7.1333,40.7,14.07,68,8,0.68,ET,1703210302
257,vicente guerrero,19.1194,-98.1708,12.45,47,52,1.82,MX,1703210302
258,bir el ater,34.7449,8.0602,6.39,75,0,4.02,DZ,1703210303
259,skiathos,39.1623,23.4909,11.65,70,2,4.47,GR,1703210303
260,hadibu,12.65,54.0333,24.49,80,34,5.05,YE,1703210304
261,saint-pierre,-21.3393,55.4781,24.82,61,0,4.12,RE,1703210305
262,yeppoon,-23.1333,150.7333,28.88,72,55,4.13,AU,1703210306
263,san antonio,29.4241,-98.4936,18.48,89,100,3.09,US,1703210268
264,mili,6.0815,171.735,27.52,82,98,8.25,MH,1703210307
265,sealy,29.7808,-96.1572,17.14,89,99,0.89,US,1703210307
266,dzuunmod,48.2199,97.3744,-20.79,96,100,1.46,MN,1703210308
267,hachinohe,40.5,141.5,-0.19,53,60,3.59,JP,1703210308
268,gornozavodsk,58.3758,58.3211,0.43,98,100,5.42,RU,1703210309
269,cape canaveral,28.4058,-80.6048,17.21,87,0,5.14,US,1703210310
270,selkirk,50.1436,-96.8845,-1.02,90,16,0.89,CA,1703210051
271,wanning,18.8003,110.3967,14.95,79,100,8.37,CN,1703210311
272,sitka,57.0531,-135.33,3.94,81,75,4.12,US,1703210311
273,karditsa,39.3656,21.9217,7.97,81,51,1.98,GR,1703210312
274,maintirano,-18.0667,44.0167,26.7,84,52,1.5,MG,1703210312
275,belabo,4.9333,13.3,20.73,48,84,0.51,CM,1703210313
276,nouadhibou,20.931,-17.0347,14.99,72,45,5.14,MR,1703210314
277,vogan,6.3333,1.5333,24.62,73,59,2.54,TG,1703210315
278,namtsy,62.7161,129.6658,-33.26,94,100,1.74,RU,1703210315
279,macapa,0.0389,-51.0664,27.99,83,75,5.14,BR,1703210316
280,raychikhinsk,49.7838,129.4121,-28.69,95,65,0.86,RU,1703210316
281,pirawa,24.1551,76.0273,15.67,31,100,2.0,IN,1703210317
282,carauari,-4.8828,-66.8958,23.12,93,100,0.78,BR,1703210318
283,diawara,15.022,-12.5437,17.7,21,9,4.6,SN,1703210318
284,shizunai-furukawacho,42.3339,142.3669,-1.22,54,87,6.69,JP,1703210111
285,port saint john's,-31.6229,29.5448,21.58,89,99,3.1,ZA,1703210320
286,tralee,52.2704,-9.7026,10.02,86,100,9.47,IE,1703210320
287,bicas,-21.7253,-43.0594,19.99,95,99,0.97,BR,1703210321
288,olavarria,-36.8927,-60.3225,15.95,76,0,2.7,AR,1703210322
289,olonkinbyen,70.9221,-8.7187,-2.58,76,100,10.76,SJ,1703210322
290,arcot,12.9,79.3333,20.34,87,85,1.63,IN,1703210323
291,cole harbour,44.6724,-63.4751,-2.29,72,100,6.71,CA,1703210323
292,boende,-0.2167,20.8667,22.79,97,100,1.15,CD,1703210324
293,kaspiyskiy,45.3929,47.3707,3.05,96,100,4.02,RU,1703210324
294,nuuk,64.1835,-51.7216,-13.34,93,95,1.54,GL,1703210325
295,belyy yar,53.6039,91.3903,-16.06,78,48,0.0,RU,1703210326
296,tazacorte,28.629,-17.9293,18.54,70,100,5.66,ES,1703210326
297,urengoy,65.9667,78.3667,-3.66,93,100,7.28,RU,1703210327
298,puerto baquerizo moreno,-0.9,-89.6,24.55,88,75,7.2,EC,1703210327
299,amarante,-6.2411,-42.8547,25.78,79,99,1.03,BR,1703210163
300,vila velha,-20.3297,-40.2925,23.97,94,75,3.09,BR,1703210328
301,gornyy,55.1153,83.9059,-3.08,94,100,5.7,RU,1703210329
302,kabalo,-6.05,26.9167,21.51,97,100,1.23,CD,1703210330
303,kalamansig,6.5519,124.0511,29.16,68,56,1.57,PH,1703210330
304,nagai,38.1036,140.035,-2.66,73,100,0.5,JP,1703210331
305,quang ngai,15.1167,108.8,20.49,90,100,6.37,VN,1703210331
306,remire-montjoly,4.9167,-52.2667,27.02,94,0,1.54,GF,1703210332
307,kaele,10.1092,14.4508,23.41,28,11,5.96,CM,1703210332
308,touros,-5.1989,-35.4608,26.23,82,84,6.82,BR,1703210333
309,minas de marcona,-15.2119,-75.1103,16.06,85,59,4.42,PE,1703210334
310,amungan,15.3652,119.9582,29.89,59,100,1.71,PH,1703210334
311,tionk essil,12.7856,-16.5217,19.03,19,46,3.55,SN,1703210335
312,pisco,-13.7,-76.2167,21.03,88,0,7.72,PE,1703210141
313,zhumysker,49.3333,49.4,0.63,86,100,5.96,KZ,1703210336
314,ares,-6.1944,-35.1603,26.05,84,93,4.86,BR,1703210336
315,awjilah,29.1081,21.2869,14.29,62,10,7.54,LY,1703210337
316,codrington,-38.2667,141.9667,20.33,51,36,8.88,AU,1703210337
317,howard springs,-12.497,131.047,33.88,77,87,2.98,AU,1703210338
318,mount gambier,-37.8333,140.7667,22.18,38,100,5.16,AU,1703210339
319,khovd,48.0056,91.6419,-19.5,79,19,0.71,MN,1703210339
320,oranjemund,-28.55,16.4333,16.36,89,56,2.64,NA,1703210340
321,baracoa,20.3467,-74.4958,22.51,81,93,5.85,CU,1703210340
322,holualoa,19.6228,-155.9522,23.91,88,100,3.6,US,1703210341
323,taulaga,-11.0553,-171.0883,29.0,72,100,2.62,AS,1703210341
324,tovarkovskiy,53.6822,38.2092,-5.67,97,27,3.47,RU,1703210342
325,ouargla,31.9493,5.325,8.04,87,0,0.0,DZ,1703210343
326,kupino,54.3663,77.2981,0.71,99,100,6.13,RU,1703210343
327,mariehamn,60.0973,19.9348,1.01,93,100,7.72,AX,1703210344
328,daru,-9.0763,143.2092,31.11,61,68,1.69,PG,1703210344
329,chernyshevsk,52.5243,117.0174,-27.38,96,28,0.47,RU,1703210345
330,soe,-9.8607,124.284,28.2,60,59,1.55,ID,1703210346
331,tvoroyri,61.5556,-6.8111,2.95,55,100,11.81,FO,1703210346
332,pacific grove,36.6177,-121.9166,14.88,83,100,4.02,US,1703210347
333,kapa'a,22.0752,-159.319,24.18,76,75,7.2,US,1703210348
334,sinabang,2.4803,96.3801,27.9,78,81,0.69,ID,1703210348
335,kualakapuas,-3.0091,114.3876,31.69,61,41,1.22,ID,1703210349
336,humaita,-7.5061,-63.0208,23.93,98,100,0.5,BR,1703210349
337,dadukou,26.5479,101.7054,11.91,66,93,0.21,CN,1703210350
338,sandnessjoen,66.0217,12.6316,-5.71,71,100,5.13,NO,1703210351
339,riviere-du-loup,47.8304,-69.5342,-8.51,62,55,5.66,CA,1703210351
340,estevan,49.1334,-102.9842,-1.89,93,0,2.06,CA,1703210352
341,iquique,-20.2208,-70.1431,20.02,79,80,2.81,CL,1703210353
342,luganville,-15.5333,167.1667,29.69,71,85,2.7,VU,1703210353
343,rimouski,48.4488,-68.524,-7.18,57,52,7.59,CA,1703210229
344,kiunga,-6.1219,141.2906,32.13,57,75,2.56,PG,1703210354
345,lagoa,39.05,-27.9833,16.16,69,0,6.23,PT,1703210355
346,udachny,66.4167,112.4,-30.78,99,9,2.0,RU,1703210355
347,yuzhno-kurilsk,44.0306,145.8556,-2.57,75,97,9.33,RU,1703210356
348,slobodskoy,58.7322,50.1772,0.37,99,100,3.75,RU,1703210356
349,ananyiv,47.7201,29.9664,1.16,81,49,5.63,UA,1703210357
350,okhotsk,59.3833,143.3,-25.72,85,22,6.31,RU,1703210358
351,lammi,61.0833,25.0167,-1.68,87,100,5.14,FI,1703210358
352,lagunas,-5.2269,-75.6753,24.58,96,100,1.37,PE,1703210359
353,kendari,-3.945,122.4989,32.02,58,10,0.7,ID,1703210360
354,ghadamis,30.1337,9.5007,9.89,54,0,2.97,LY,1703210361
355,ak-suu,42.4995,78.527,-3.91,53,0,3.27,KG,1703210361
356,tangalle,6.024,80.7911,25.09,83,64,4.96,LK,1703210362
357,kenai,60.5544,-151.2583,-7.97,100,100,2.06,US,1703210362
358,alice springs,-23.7,133.8833,30.75,9,12,4.12,AU,1703210363
359,muscat,23.6139,58.5922,21.25,66,0,2.67,OM,1703210364
360,toliara,-23.35,43.6667,23.64,85,0,2.25,MG,1703210364
361,inhambane,-23.865,35.3833,25.23,80,99,2.95,MZ,1703210365
362,hithadhoo,-0.6,73.0833,28.24,78,100,6.38,MV,1703210366
363,gereida,11.2811,25.1414,22.2,26,15,4.62,SD,1703210366
